X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40
-1.0791	-3.4480	0.1470	1.3976	1.6855	0.4697	2.6164	0.0917	0.0318	0.4887	-0.0514	-0.9895	-0.7653	0.4663	-3.0042	0.0894	0.9696	-1.3245	1.2774	1.3473	-0.8013	0.6218	2.6451	0.3689	-2.6075	0.5321	-1.8975	-0.0448	-0.8743	-0.0074	0.4848	1.2895	-0.7157	-1.2514	0.7720	0.9929	0.8520	-2.4904	-2.6934	2.4606
1.4534	-1.4173	-1.7924	-0.8443	1.2775	0.4694	0.2218	0.1773	-0.2317	-1.6885	1.1063	0.6335	-0.2937	1.0297	-1.4034	-0.3776	-0.9432	0.5391	-0.2614	1.9944	1.4464	-1.1625	-1.1519	-0.5096	-1.1735	-1.2504	-1.1391	0.2317	0.8790	0.4465	-1.9119	0.0602	-2.2576	1.7480	0.4261	-1.0772	0.4854	1.9464	0.9088	0.0341
-1.0554	-2.8115	-0.5309	0.5393	-0.8011	-1.9577	-2.5778	0.1518	0.8171	-0.0109	-0.6956	-0.9361	-0.4798	-2.1737	-1.9924	0.3199	-1.0927	1.5099	-1.5388	-1.5273	0.9183	1.4200	-0.0638	-0.7700	0.5052	-2.7425	1.7119	0.1334	-0.2091	0.2961	0.2251	1.1753	-1.3107	1.0466	-0.5500	-0.5707	-0.1295	2.7920	-2.4483	0.5016
-0.1287	1.1151	-1.8044	1.6743	0.0674	0.6105	-1.4083	0.1520	2.5803	0.0330	1.2524	0.5250	-0.2608	-0.9197	-2.6334	1.6791	-0.9057	-1.2259	0.6316	1.2682	-0.1243	0.2292	2.7881	-2.2757	0.6274	-0.7406	1.3613	-2.1776	-1.2486	0.4353	0.3910	0.5667	-0.9097	1.1764	0.5777	1.0454	1.2625	-0.2894	0.5972	-1.0987
-1.9017	-0.9940	1.6862	1.5942	-0.1914	0.1333	-0.8397	0.4250	-0.4445	1.9565	1.1899	0.8949	-0.4247	-0.8191	2.7544	-0.3193	1.2741	-1.6403	-0.9932	2.1586	0.2887	-0.0035	1.2769	0.3437	-0.6484	0.5953	-1.3546	-1.5049	-3.0460	-0.3741	-1.4438	0.2824	0.6204	-0.3962	1.7230	0.3343	0.2112	-1.4371	0.8594	-3.0966
0.5652	-1.1344	0.6502	-1.5733	0.2699	-0.6336	0.1990	0.0433	-0.1482	0.5660	0.1627	0.2002	-2.0305	0.6621	2.5133	0.2759	0.3301	-1.2058	0.3970	1.5496	-1.1006	1.5756	0.5048	1.8435	-1.4957	4.8795	-2.0880	-0.4709	-1.8436	-0.5550	1.2097	-0.1251	-0.3088	1.3346	-2.6036	-0.0128	-0.2908	1.5232	0.1755	1.2707
0.8007	-1.7640	0.1300	0.1217	-1.4549	0.4484	3.4753	-0.9559	0.4063	2.2133	-0.1843	-2.5079	0.7797	-0.3185	2.9624	0.0417	1.6003	-1.7718	-1.4325	1.3234	-1.1178	1.1258	0.7422	-0.8295	0.5596	1.3509	0.1841	-1.9552	0.7506	-0.1284	-0.3248	-0.0437	-0.4232	-0.7608	0.3858	-1.6359	1.1602	1.0842	-0.0757	-3.8448
0.6565	-0.4382	0.5744	1.4215	1.1172	-0.9192	-0.1182	-0.3945	-2.2088	0.1914	-0.5122	-0.1828	-0.7768	0.3242	4.1584	-1.3703	0.3943	-1.0150	-0.9312	0.6446	-0.7724	0.2728	-0.0550	0.0134	-1.4210	-1.0846	0.4782	1.6763	-1.5119	2.0675	1.7710	-0.8080	-0.6538	0.9928	0.7248	-1.5227	-0.7660	0.2137	1.4128	0.4047
0.8030	0.7574	-0.8281	-1.1328	0.0167	-1.5286	-2.1829	-0.5620	1.6168	-1.6066	0.2215	-1.8338	-0.5864	-1.8811	-0.6197	-1.0122	0.9155	-0.4325	0.1516	-0.0010	0.3522	1.6032	-0.4083	1.5162	-0.0520	-3.3283	0.5986	-2.4656	0.5472	1.0830	-0.6280	0.4053	0.2495	1.4100	-1.0219	-0.6826	-0.7461	0.1307	1.3600	-0.2484
-0.1544	1.8162	2.5764	0.5526	1.8976	-0.5781	-1.7473	0.0991	-3.2246	0.5793	-1.5642	-0.6135	-1.1463	0.1317	1.3765	0.3059	0.0389	-0.7547	-0.9134	0.0925	-0.7207	-0.4992	0.3482	-0.4437	-1.2877	-0.9755	4.1563	-0.5096	-1.4526	-1.9356	-0.3045	0.2831	-1.5123	-0.5173	-0.2660	0.3579	-2.1715	-1.8517	0.1458	-0.9433
1.7334	1.4645	1.4736	-0.5153	-1.8078	-2.2748	-0.8157	1.1905	-0.2012	1.0493	-0.4376	-0.2855	0.4259	-1.3320	0.8713	2.2426	-1.3585	-1.4346	-2.4399	0.7098	0.3940	0.6864	-1.3136	2.8783	-0.1833	1.2086	0.7617	0.2843	-2.8018	-0.3453	1.7996	0.6748	0.3573	-0.4086	1.0387	2.7854	2.0790	-0.7093	-1.2459	-2.6645
-0.1551	-0.6233	-0.8464	-0.2841	-0.5654	0.8535	-0.3205	-0.0699	2.2977	-0.8284	-1.3742	-0.6209	-0.7980	1.0455	0.5697	0.1301	0.7163	1.5337	0.3578	1.0778	0.0531	0.0959	1.3535	-0.8789	0.3486	1.8242	0.6360	1.3875	4.1569	2.4676	-1.1838	-1.5545	1.0426	-0.0573	-2.0550	-0.7010	2.1290	-1.8886	-1.5897	-1.2008
-1.3126	-0.9068	0.0999	1.8326	2.6808	-0.6124	-1.2358	-0.7302	2.0394	0.3686	-0.9387	-0.6311	-1.2659	0.4622	1.7035	0.7706	2.1264	0.7011	-0.1983	-0.6885	-0.2967	0.5434	2.3698	-0.0668	0.8541	-0.6125	0.3391	-0.6654	0.5982	-2.5292	1.0747	0.0176	1.9728	-0.6013	0.0125	0.7841	0.8758	-0.1146	0.3162	0.3042
-2.1726	-1.9347	-0.4672	-1.3741	-0.8208	0.4806	1.9391	0.4189	-0.0849	0.5765	0.9244	0.1026	1.7451	-0.4511	-0.4618	0.1796	0.1380	-1.0563	0.7242	0.4988	-1.5374	0.8215	-1.5084	-0.3965	1.5102	-2.2322	0.3654	2.2100	-1.1798	2.4194	-0.8813	0.0421	1.9302	0.5568	2.3706	0.8973	2.3153	-1.0065	-0.5444	1.0897
-1.2269	0.4966	-0.1308	-0.2382	-0.4729	0.0025	2.6300	0.2592	1.2809	-2.5198	-1.3286	2.6194	0.7723	0.4687	0.1398	1.1925	-0.9493	2.4710	-0.0330	-0.4324	-2.0217	-2.7330	0.0348	-2.1175	-2.7845	-1.7468	0.6869	0.7412	-1.7416	1.9299	1.3982	-0.8827	0.7206	0.3455	-0.4162	-2.2045	-0.0733	2.4060	0.9204	-1.4875
-0.0179	-1.2278	1.8955	-1.9767	0.4872	-0.1736	0.8864	-1.0359	-0.3870	0.5514	-0.5484	-1.3755	-1.4585	1.4695	-3.6586	-0.1597	0.2121	-2.0270	0.3412	-2.0284	0.1453	1.9025	-1.1360	2.0850	1.2470	3.6955	-0.7925	-3.2470	3.2283	-1.6041	-1.4430	-0.9718	-1.6367	0.2718	1.0875	-0.0195	0.5459	-2.7665	1.5347	-0.9765
1.2206	0.4912	0.3551	-0.8710	-1.4074	0.0573	0.5264	-0.5890	0.5986	1.1282	1.2131	0.6572	2.0597	-0.4174	1.8502	-0.6407	-0.7310	-0.7156	1.7687	1.1959	0.0664	0.4689	-3.2945	-0.7794	-0.5375	0.2617	-1.5694	-0.1407	-2.4288	0.2465	1.4100	0.5725	-1.2270	0.2114	1.2095	2.5451	-0.3714	0.2653	0.1343	0.4322
1.9793	-0.4572	-0.0377	-1.4278	-0.2995	0.0185	1.9676	1.0620	1.8375	0.8710	-1.4409	-0.9372	-2.0563	-0.2957	-3.6785	0.2209	-0.4077	0.5853	0.0015	0.8255	-0.5196	1.0154	1.3783	0.8864	-1.8334	0.6080	0.0132	0.7970	-2.6111	0.4900	0.9240	0.0825	3.2615	0.7772	-0.3444	-3.4904	-1.8789	-1.8492	3.4271	-1.3283
0.6615	-3.2116	-2.8276	1.4292	0.4318	-0.7853	-1.0880	0.6453	1.8253	-2.3233	0.3028	2.1034	0.0421	-0.8269	-0.4462	0.7847	0.5939	1.8609	-1.8343	0.4864	0.6295	0.8047	0.5164	-0.4164	1.8293	-4.3101	-1.5137	-1.3932	-2.0703	-0.8530	-0.8053	0.0463	1.8037	-1.0503	-1.2956	1.2220	-1.6328	-1.3985	2.0300	0.2397
-2.0490	1.7142	1.6258	1.6840	-1.4720	-0.0275	0.3153	-2.4515	0.2334	-1.4280	-1.3366	0.2815	1.2344	1.4194	-0.6628	-0.3719	0.2587	-1.5690	0.2975	-0.3411	-0.0059	-0.0937	-0.0427	0.0939	0.3479	-1.1407	-1.9078	0.0072	-0.2494	1.9780	-0.2777	1.5465	-1.0231	-0.2880	0.6984	-0.4314	0.8060	0.0730	-0.1430	-0.8302
0.1376	-1.3950	-0.6960	-1.2608	0.2053	-0.8001	0.2709	-0.5528	0.8626	-0.1784	-1.4996	-0.2945	-1.0574	0.0152	0.8710	-0.1956	-2.7437	1.6255	0.5764	0.1743	-3.0827	0.7260	1.0462	1.0764	0.4876	2.1433	1.6852	0.1351	-2.1857	-0.1064	2.1248	-0.4845	0.2298	-1.0265	0.5588	-1.9873	-0.4364	-1.6192	-0.6767	2.0547
1.6246	0.0269	-2.2756	-1.2044	-3.0066	0.2403	-1.6976	-0.9572	-1.7611	0.9967	1.6510	-0.0826	1.5364	1.7950	-2.8573	-0.0565	-0.9943	3.0175	0.3689	1.5944	-0.5059	-1.7397	0.2509	-0.0917	1.8340	-1.8547	0.5523	1.0516	-0.2609	0.1490	2.9799	0.2226	-0.3901	1.0318	-0.5537	0.6821	-0.2029	1.7733	0.4274	0.4855
-0.7547	-0.4521	-0.3330	1.2410	-0.2148	-0.8132	2.7645	1.5390	1.4616	0.7821	2.4457	-1.5759	1.1723	0.0592	0.5657	0.0991	-0.8453	0.5791	-1.9178	-0.1239	-1.1773	-0.2801	0.9299	0.8713	2.1794	-1.3482	0.5830	-2.5634	-2.8767	-1.6941	-1.4306	1.1925	-0.7442	-0.5303	-0.9536	0.8185	1.0707	-0.9635	0.5463	-0.3744
-2.4549	0.5141	0.1957	-0.3434	-0.9117	0.6971	0.1907	0.1299	1.2411	1.1787	2.3094	-0.6350	1.9897	0.1979	-3.0100	-1.9906	-1.3760	0.4519	1.3458	-0.0508	0.3233	0.1708	0.2514	2.4539	-0.9748	0.3261	-3.1777	0.8804	-2.8637	-4.1311	0.7665	-0.6032	0.5700	0.6309	1.7984	0.0856	1.7540	1.5878	-2.3095	0.3310
-0.8391	0.3279	1.4157	-0.4043	-0.0224	-1.8140	1.4117	-1.7463	1.2493	0.8344	1.1288	-0.6811	-0.1692	-0.7708	0.6993	-1.2136	-1.1250	2.5413	0.9689	-0.7772	0.0137	-0.3478	-0.8545	-3.0665	1.0215	2.4118	-2.5869	0.6389	2.5611	-0.8614	-0.2177	0.4162	-1.2707	-1.1376	0.4006	-1.0716	0.2631	0.6953	-0.3088	-1.4319
-0.4358	-1.9139	-1.0110	-0.8872	-0.0095	2.2076	1.9273	-2.0477	-0.7069	0.0169	1.9513	-0.1811	-2.5701	0.5276	-1.1342	-1.8884	-2.8944	0.3234	-0.6124	-1.0237	0.1010	-0.9124	-0.3816	-1.9322	0.7997	-0.3728	0.3010	1.0831	-0.1438	1.7172	-1.8131	0.4753	1.3442	0.2723	-0.0440	0.6994	-1.6256	-1.0456	-0.3389	1.0833
-0.0697	-0.6337	-0.6038	-0.8149	1.1586	0.4647	2.3286	-0.5336	0.4627	1.2784	-2.1199	-0.4421	1.6361	1.6187	0.5581	0.0996	0.6449	1.4158	1.3014	1.6116	-0.3316	0.5174	-0.7468	3.0368	-0.7444	-1.7750	0.8543	-0.2797	-0.3113	-2.9542	-0.5985	0.2394	-0.2381	-1.1618	-1.0476	0.7311	0.2958	0.5391	-1.1989	-0.4740
1.0184	-0.4376	-1.2100	2.7259	0.5792	-1.1387	-2.6720	1.2765	0.7741	1.1523	-3.1184	-0.6773	1.3113	-3.5384	1.1425	0.4021	0.0295	1.7656	0.0137	0.3104	0.1829	0.3460	0.1122	-1.9578	-1.7220	-0.1993	2.6359	0.6365	-0.3483	-1.3933	-1.3327	1.1358	0.8724	-0.4085	-1.0740	0.4210	1.6132	-0.0163	-0.2601	-1.6464
1.2181	-0.3785	-1.2391	0.7102	-0.0004	-0.8983	1.1269	0.1981	4.8066	-2.1306	0.7418	0.0983	-0.3897	0.9588	0.4494	-1.3053	1.3708	-2.8987	-0.0821	-0.2273	-1.0421	0.9899	-1.1463	-0.5398	0.0855	0.2666	-1.5842	2.0921	2.5358	-0.1853	0.2393	-1.6738	2.6519	0.8450	1.0999	-1.2419	1.3445	-1.1699	1.1312	1.6823
1.7222	0.8942	2.7022	-1.6300	1.0340	0.5519	-1.0033	-0.1093	-0.9017	-0.1710	-0.4140	-1.6163	2.0692	-0.0420	-2.3310	-0.1295	0.7430	-2.0414	1.8785	-0.6867	1.4727	-0.0980	-1.3091	-2.6642	0.0968	1.5960	0.7457	-0.0402	0.4902	-0.6732	2.6038	-0.3156	1.3093	0.4476	-0.2042	-1.2334	-0.0493	-0.1677	0.2436	-0.0128
-1.4414	-0.9131	-1.2695	-2.7019	0.2476	-0.5056	3.7019	0.9335	0.2381	-0.7875	1.0427	2.4569	0.0614	1.0862	1.7573	1.4304	-1.6963	-1.2907	0.1933	1.6754	0.5607	0.4476	-1.5759	1.1754	0.9614	0.8717	-1.2458	0.5949	2.3715	0.6394	0.7027	0.0721	-1.0567	-1.7712	-1.7886	1.7498	-0.2902	-1.9377	-0.2745	-1.8627
-0.4593	0.5968	-1.7051	0.3697	-2.9214	-1.0390	2.0077	0.2194	-1.7064	1.1993	1.0775	0.7037	-0.0163	1.4588	0.2131	-0.2959	0.9371	-0.6703	-1.9297	-1.1316	0.6023	-0.2140	-0.4743	-0.5386	-0.2523	-1.3175	1.4655	-0.3316	-0.3436	-3.9414	0.3901	0.6456	-0.5623	1.8116	-0.3687	1.2343	-0.3815	-0.0846	1.3139	-0.1872
-3.1473	-0.1744	-1.1726	2.5947	-1.2532	-1.0509	-0.3443	0.0366	0.1018	0.6066	-0.1527	0.9752	-0.7573	1.5964	0.9116	-0.0127	0.1102	-2.0695	0.2405	-2.3165	-2.0181	-0.2302	-2.6873	0.6818	-1.4664	0.9978	-0.7198	1.2662	2.9440	-0.3958	-4.2794	-0.5812	-0.2568	-1.4409	-1.6354	-0.5482	-0.2083	-1.7998	-1.2665	0.7915
0.9646	3.0810	0.4598	-0.1177	-0.1484	2.1367	0.4834	0.0069	1.2521	1.9399	0.7522	-0.8358	-1.8395	0.8618	0.1903	-0.7398	-2.2021	-1.3518	0.4159	-2.4386	0.4404	-1.0119	2.7160	2.4244	-0.3030	0.0717	0.6579	1.0836	-1.9757	-0.8442	-0.6503	0.9518	-1.0586	-0.2968	-0.0007	-0.6297	-0.0798	1.9012	1.2874	-3.0188
-0.0549	-1.2439	-1.6091	0.6805	0.8316	-0.5566	-1.6540	1.1010	1.8423	-0.0542	-1.8635	-2.0644	-0.1951	0.4848	1.4589	-0.4894	1.2992	-0.8247	0.8986	-2.3861	0.7814	1.0123	-1.4920	0.2409	0.2868	-3.6270	-0.1139	0.0694	-0.6416	-0.2899	1.4911	-1.5612	-0.1860	0.8698	-0.4453	2.8920	-0.2706	0.2759	-0.1786	-1.0186
-0.1605	2.1946	0.0698	1.5712	-0.2339	1.5271	0.2150	-0.1997	0.5906	1.2343	0.7016	0.9370	2.0039	0.0128	-2.7755	-0.1877	0.3710	-2.7129	0.6059	0.9827	0.1275	0.6320	-2.5407	2.3984	-0.2925	1.6168	1.6059	-1.1057	-1.9604	1.0230	-2.9848	-0.2835	1.3238	0.3514	-0.9773	-1.0459	-1.0565	-0.4055	-0.7174	0.8439
0.5164	1.7007	0.6498	-0.2670	3.1788	-1.1308	0.3723	0.7048	3.2809	-0.2910	0.7012	1.5382	0.0471	-1.0827	-0.3473	0.1119	1.6963	0.3883	-1.5637	-0.2458	-0.0386	-0.1578	-0.9358	-0.1049	0.0657	-1.1086	-0.5732	0.3552	-2.0776	0.5938	-0.2374	-0.8554	0.5774	-0.8609	3.1145	-1.5625	-0.8878	0.6807	-2.1264	0.7058
1.0028	-4.4564	-1.2216	-3.1777	1.2060	-0.8943	-1.4933	-0.7698	0.5108	1.6109	1.7782	-0.1271	-0.6897	-0.6553	2.1987	-0.7894	0.8641	-1.6600	0.5051	-1.5815	1.4258	1.7012	-1.3111	-2.2714	2.5890	1.0362	-0.6269	-1.0295	4.2087	1.2349	-2.4926	-0.1735	-0.0648	0.4192	-0.1850	-1.7425	1.4268	-0.7687	-1.3505	-1.0736
0.4096	2.0600	2.3285	-0.3122	1.0756	0.3440	-1.4985	-0.4433	-0.8809	2.1257	0.0761	1.1828	0.2608	0.7944	-0.0021	-1.5032	-1.3888	0.1345	0.0016	0.1221	-0.2675	0.3433	-1.0433	-3.0169	0.3864	0.1804	0.2851	0.2740	-1.8391	-0.7197	0.2894	1.0385	0.9677	0.0894	0.5274	1.3489	-0.6928	1.4538	0.1832	1.8932
0.4944	-1.3703	-3.3227	-1.0770	0.7182	0.8096	2.2989	0.9710	2.6802	0.4423	0.8594	1.2323	0.2112	-0.8452	-3.3760	0.8875	-1.0951	1.2618	-1.2608	-0.8124	0.9898	-0.5970	-1.2473	-0.2749	0.4491	0.1555	-0.3458	-0.4807	-3.0270	-1.0695	2.5164	1.2586	-0.3529	-0.1771	0.2086	2.0121	-0.4483	-0.8506	-1.5097	-2.1882
0.0423	1.5079	0.0307	0.6380	0.0663	0.7119	-1.2239	-0.4611	1.0658	1.2354	-0.7435	-1.0051	-0.7912	-0.5498	-0.6081	1.1307	-0.1122	-1.0489	-1.0302	0.1373	1.6486	-0.6558	-1.0429	0.5168	-0.4047	1.3891	0.3996	-1.1036	-0.8439	-2.9613	0.3700	-0.6755	-2.3285	-1.2174	-0.6465	-0.8028	-1.6484	0.8821	0.5670	-0.5946
0.5272	1.2519	0.1592	-0.5236	-1.5678	-1.2065	0.8320	0.1810	1.9776	0.6825	1.9928	0.2446	-2.7667	0.5083	-1.7718	0.5687	0.0337	0.5820	-0.4729	0.0749	1.1356	0.1254	1.5338	-1.1222	-3.5604	-1.8705	0.9610	-1.7051	1.3972	0.0407	-0.7902	-0.8726	-0.1951	1.6124	1.0226	-0.4118	-0.1006	-0.3058	1.5309	-1.2293
0.3715	2.4725	0.3237	1.2674	1.7152	0.1525	0.8856	-0.4839	1.8598	-0.9606	-1.3296	-1.9457	-0.9679	-0.1995	1.1668	-0.8159	-1.9831	0.1763	-1.0048	0.3514	-0.8983	-0.8055	-1.5406	-0.4133	-1.4195	0.1038	-1.1450	-0.8041	2.7343	-1.2182	-0.3457	2.0382	0.0774	0.8382	0.9666	2.6899	-0.1562	1.6887	1.4102	-1.2489
-0.1728	-2.2440	-0.1714	-2.7593	-0.9575	-0.2638	-3.3203	-0.3554	1.2516	-0.5205	1.3536	-0.5692	1.8011	0.6879	5.5896	0.1294	-0.5361	2.3151	-0.9802	-0.7803	-0.9444	1.2712	0.6167	-0.1676	2.1510	-0.6223	1.2961	-0.3742	-1.4484	0.2882	-0.3356	1.9320	1.1580	-1.8359	1.5227	0.4059	-0.5944	0.3937	0.8559	-0.3390
-1.1617	-0.4788	-0.9350	0.2387	-0.3850	1.1963	-2.4646	0.7308	1.5401	1.2586	-0.0938	-0.7831	-2.5668	0.2029	1.7163	1.8258	-1.4448	-2.2457	0.8121	-0.0467	-0.4843	-0.8517	-0.5072	2.1731	0.7893	-2.0038	-2.6272	-0.9008	-1.4116	-1.1602	-1.0493	0.4383	0.0791	-0.5102	-1.5792	-0.1215	-2.5456	-1.1372	-2.9854	-1.1829
-1.9518	0.1304	2.4405	-0.2557	-0.5216	2.0991	0.0482	1.1330	-2.3956	-1.4404	0.7506	-0.2110	-1.1581	1.0367	-1.3739	0.9539	1.4326	0.0044	1.7333	-0.4033	-0.4076	-0.6963	2.2378	0.6002	-1.3034	1.0173	0.9572	-0.9193	1.1125	-0.7150	-1.2765	-0.3930	-1.1220	1.2362	-0.7833	2.1751	0.0676	-0.1437	-2.3068	-0.5166
1.1611	0.0259	-0.3530	0.3537	2.5891	1.1870	-1.5833	-0.5691	-0.9764	-1.5155	0.7749	-0.5717	-0.0100	-1.3150	-0.8974	0.6743	-1.5779	-0.8802	0.8051	-1.5481	0.4750	-1.5606	-0.0184	-2.0205	-2.4837	-0.4452	2.6680	0.2804	-0.0180	1.4519	1.2672	-0.9036	0.7258	0.7725	0.7536	0.8032	-1.1829	-0.7426	1.3552	0.6842
1.6057	-1.6119	0.8605	0.2734	2.6255	1.0709	1.1034	0.6614	2.1696	-0.8142	1.1120	-0.1853	0.4537	-0.9398	-1.5590	-0.1418	4.2387	-0.9090	1.6801	0.6120	-1.2319	-0.7402	-1.5179	0.8950	-0.5214	0.7856	0.8758	0.3827	0.2234	-3.1710	-0.8354	-0.4234	-2.3843	-0.7157	1.5977	-0.2017	-0.6737	0.1938	0.1698	-1.4905
-0.5353	-0.2517	1.9754	1.5295	-0.1710	-2.2917	1.4701	0.5488	1.6591	0.5894	0.4582	0.0896	-2.5005	-0.8735	0.6689	1.8399	-2.4783	-0.7149	1.3544	-1.9503	-0.2815	0.9331	0.8995	1.3578	-0.7876	-0.0402	2.6584	-0.9330	2.0674	1.7175	-0.8294	-1.1442	1.4984	1.2978	0.7289	-0.4899	-0.7849	0.0983	-3.1014	0.2245
0.4556	1.4698	-0.5533	1.1235	-1.0945	1.2314	4.9982	-0.9056	-2.5359	1.6902	-1.6957	-1.4949	0.2809	-0.6789	-1.0390	0.3942	2.8271	3.6110	-0.6448	0.6022	1.5368	-1.3176	-0.8397	2.3966	-1.3185	2.8962	0.7500	-0.7924	-2.9869	-0.1501	-2.7495	-2.2775	0.3857	1.1331	2.3981	0.4592	-0.1902	1.6766	-1.0075	1.3811
-0.3660	2.6943	1.0974	1.2745	-1.8129	0.4992	0.2322	-2.2665	0.1626	2.2035	-1.8987	0.1280	0.7995	-3.8715	1.6471	0.0366	1.0446	0.4209	-0.7090	0.1936	-1.4880	1.0320	-0.1742	-1.5355	-2.1505	-0.1392	-2.9255	1.4877	-1.4028	-2.3191	-0.7505	-0.9720	-0.2370	0.0797	0.6592	-0.2746	1.0899	0.7262	-0.8134	1.5836
0.6854	0.3881	-0.2046	1.0132	0.5012	1.9614	0.7025	-1.1812	-0.5547	1.8027	1.8795	-1.7978	1.2383	2.1010	-1.5815	-2.1100	2.8713	0.7368	1.0725	1.0740	-0.6369	-0.9462	-0.2843	2.3211	1.2727	0.2817	-0.9144	0.5762	1.5932	-1.2185	0.5213	0.2602	1.0084	-1.6478	1.4533	2.0798	1.1496	0.0040	-0.6066	0.7107
-0.3546	1.4092	0.3991	-4.1093	-2.5860	-2.4622	-1.2657	-0.5055	-1.0298	-0.8192	-1.1213	-0.5164	0.6114	-2.2605	2.9436	1.2518	0.0691	0.8544	-1.5083	-2.3292	0.1478	1.6540	-1.4026	-1.6637	-0.4059	-0.3873	-2.3056	-0.9148	-0.2494	0.8142	-0.3336	0.4090	-0.0678	0.3455	0.0252	-0.9449	0.1840	0.9909	2.0379	-0.4387
0.0456	1.8637	-0.0340	-0.6949	-0.8378	0.1763	2.2136	0.3951	-0.6876	-1.7405	0.8492	0.4005	-1.8164	2.2440	0.4107	-0.2764	2.0112	-0.8652	-2.1893	-0.6908	-0.0045	-0.4232	-2.7457	0.1250	-0.2233	-3.0742	-2.0250	1.5190	-0.2432	1.0981	0.4774	-0.6265	-1.8440	-0.4362	0.4361	2.2351	-0.5814	1.4480	0.6662	-0.3465
-0.6972	-2.0135	0.1670	-0.7661	0.8304	-0.7503	0.9133	-1.4869	2.7645	0.9201	-1.9234	-0.9330	0.7555	-1.0910	0.1719	-0.8300	-0.9369	0.4977	-1.1038	-0.2620	0.1836	0.8390	-2.6040	-0.6281	-0.6135	0.4312	-0.2365	1.1923	0.3545	1.3961	0.6909	-1.3957	1.6181	0.2832	0.2705	0.6771	0.7118	0.6128	-1.5514	0.4022
0.4919	0.7552	-1.8939	-1.7054	0.9603	2.5392	-0.5771	-0.0880	1.0074	3.9741	2.2287	0.2849	-0.3457	1.9997	-0.1433	-0.5747	0.1968	-1.5720	0.7784	0.2025	0.1643	0.8374	0.3473	-2.0179	-2.2092	0.9416	3.5224	-0.2105	-0.3228	-1.0997	3.4776	2.5377	1.1768	0.7408	-1.3042	0.0973	0.5758	-0.8676	0.4218	0.8933
1.9527	2.2798	0.4661	-1.5954	-1.9842	1.2742	-1.9266	0.1921	0.2233	0.8732	0.0473	1.6037	-1.5259	-0.4629	-4.3242	-0.1727	-1.5424	-3.9415	1.3734	-2.8569	-0.4733	0.1982	-1.3097	-4.5141	-0.3442	-1.6205	-0.4240	-2.0937	-1.5505	-0.0152	-1.7828	0.5545	0.0217	1.0751	0.6877	0.5332	-2.0578	-1.1966	0.8757	-0.5451
-0.3138	0.7017	-2.3554	0.3950	0.0394	1.5257	0.9176	0.5493	-0.4203	-2.0385	-0.5950	0.3411	-1.7618	-0.0586	3.3932	0.2865	1.5996	0.7272	-0.8339	-0.2500	0.2705	-1.2942	-0.3481	0.7319	-2.0744	0.0183	-0.5732	0.7873	1.2374	-1.4540	0.0557	-0.2031	-0.0999	-0.7968	-1.4669	1.3959	2.2246	1.5668	-1.1834	0.9197
-2.3502	-3.2876	0.0805	0.5343	0.4961	0.2374	-1.1274	-0.0479	1.8036	-2.8936	-0.3679	-1.2592	-1.7642	-0.5321	2.6093	-0.5612	-0.3094	-0.3859	0.0290	2.5592	1.6071	-0.4891	1.7736	-2.1543	2.4523	-2.0228	0.6300	0.9220	4.3807	-0.4910	1.8338	-0.0187	-3.5300	0.4689	-0.7533	-0.9792	-0.5039	-0.9697	-1.3320	1.4088
-2.0886	-0.0965	-0.0933	-1.5318	-1.0194	-1.1663	-2.8379	-0.9120	-0.0943	-0.4806	-2.7285	2.1831	-0.1903	-1.4632	-0.0347	0.6828	-3.8026	0.2876	-0.2910	0.6848	0.0759	-1.1892	1.3480	0.9576	-0.9595	-1.0880	-1.1174	-1.1779	-0.3299	-0.4334	3.2116	-0.6997	-0.6034	-0.6003	-1.9955	-0.5683	0.4692	-0.0774	-0.1146	-0.5036
-0.7292	0.4145	0.0718	2.4126	0.5486	-0.7446	0.1487	0.9240	2.0830	1.0429	-1.9847	-0.3746	0.2248	1.1310	-1.6462	0.1433	-1.8289	0.7737	-0.3156	-0.4968	0.3968	0.0744	0.3041	0.8199	2.0078	1.3887	-0.4435	0.5361	0.0983	1.2316	-1.7886	0.3835	-0.4530	-0.6793	-0.6203	0.7163	-2.0647	-1.2566	-2.6264	1.5678
-2.4026	-1.2035	-0.8797	2.1920	-0.4692	1.6769	0.1296	1.1064	-0.3095	-0.6263	1.6671	-0.4932	2.8338	0.8219	-2.8199	1.7494	1.5075	-1.8364	0.6111	-1.8092	2.0478	0.2440	1.2699	2.4233	-1.3609	-0.8168	2.2861	2.8074	0.4711	0.6843	-2.0587	-0.5952	0.3536	0.7180	-2.8588	-2.4003	2.4296	-2.0605	1.8652	0.2048
1.3790	-0.0704	0.0630	0.6078	-2.0989	1.1576	-2.0286	1.6724	-1.7755	-0.7579	-0.3419	0.1130	1.4206	-0.8099	2.2099	-0.0859	4.1707	-0.2602	0.0921	-1.8374	-0.2136	-0.9979	1.8117	1.3237	-0.9363	1.5321	-3.0922	0.6386	-1.0717	-1.1044	3.2016	0.2599	-2.3375	0.0356	1.1343	-0.2469	-2.3234	-1.0487	-0.9272	2.5286
