X2	X3	X4	X1	X5	X6
-1.6953	-1.4629	-0.9542	-1.4061	-3.6405	-0.9579
-2.0784	-1.2875	-0.5236	2.3856	-0.7119	-3.4952
0.6184	-0.3513	-0.7444	-0.9128	-1.3899	-0.0498
-3.0535	-5.7832	-2.4238	-6.2543	-8.0850	-2.9171
-1.0221	0.2794	0.4071	-0.3894	1.1520	3.2486
1.5203	2.3880	-0.2412	4.7285	2.8538	-1.8464
0.5273	0.8610	-0.7931	0.6717	0.3374	-0.2148
0.6434	2.9979	0.3872	3.5095	1.8603	-2.0629
-1.5473	-1.4704	-0.0649	-0.7036	-2.2898	-3.8346
0.8640	-0.4362	0.1877	-0.8874	2.6399	4.0016
-1.6144	-3.3565	-0.5378	-1.4367	-1.5852	-1.4350
-1.6436	-1.2571	-0.4068	0.9467	-1.6303	-6.7781
-0.2680	1.2030	0.6638	2.0912	1.0495	-4.4750
-1.7253	-1.0069	0.4047	-2.7843	0.4833	3.3356
-1.4486	-3.9085	-0.2733	-2.7984	-5.2014	-5.5482
1.6130	4.5654	1.0344	5.5115	3.3837	-2.6215
-0.7991	-0.4038	0.2611	0.7915	-2.3805	-3.5088
-2.0360	-2.6645	0.2903	0.7655	1.5913	0.4869
0.9271	-0.4810	-0.4988	-2.7580	0.9867	7.7760
-0.9012	-0.7443	-0.7627	-2.3519	3.4854	7.7290
1.3273	-3.1887	-1.6851	-4.6994	-0.0251	6.9624
2.2404	2.7826	0.3655	5.0266	0.6042	-4.7645
-3.0075	-5.3526	-0.4175	-7.9326	-6.6573	0.1833
0.3162	1.0030	0.7556	0.3081	-0.7737	-2.8254
-1.2190	-2.7355	-0.2482	-2.6779	0.1358	3.5560
2.0371	1.9444	-0.3474	3.3379	0.8640	-2.3620
-1.9374	-4.6052	-1.1575	-3.2461	-4.3915	-0.9922
-2.6401	-3.7156	0.5503	-4.3863	-2.3693	2.3200
2.4402	5.3341	1.4564	6.8297	0.5565	-7.4397
1.2150	-0.7515	-1.4378	-1.3165	-2.7189	-2.3587
0.2379	1.2399	0.0298	4.0201	2.4002	-2.9494
-2.7503	-2.5568	-0.1614	-3.5089	-2.4799	1.8809
-0.7374	1.1002	1.0444	-0.2889	3.0852	2.6480
-0.0345	-0.2507	-0.4393	0.2980	-1.4303	-2.7038
-1.6281	-1.4958	0.5617	-3.9272	0.0395	5.3777
2.1927	3.4142	1.0607	3.7611	2.3370	2.7923
0.6911	-2.9454	-2.1527	-3.7654	-1.3247	2.0090
-1.5361	-2.5054	0.9304	-4.2999	-1.4642	4.2687
-0.7535	-1.8083	0.0845	-1.2095	1.1655	1.5305
-2.1328	0.0869	1.0211	-0.4220	0.1664	0.5097
1.2417	1.4778	-0.6184	-0.9398	1.4843	2.7576
2.1056	0.8320	-0.9807	1.8872	1.0265	-4.8768
0.7413	-2.1940	-3.0192	-3.5035	-2.0968	-0.5610
-0.1887	-3.3358	-2.8391	-2.8725	-1.8905	0.4476
-0.1540	0.0199	-0.1035	-0.4293	0.8870	2.6625
0.5979	2.1934	1.4426	2.5426	1.0701	-3.8644
0.0237	0.7884	0.6348	-0.5117	-0.0633	1.1853
-0.5645	0.4065	0.5760	-0.0052	1.7427	0.6116
-1.0152	0.5207	-0.4686	2.8340	-0.8224	-6.2375
-0.8251	-0.7615	0.5510	-1.5008	-2.9523	-1.6487
0.7288	-2.9819	-1.5915	-5.3243	-1.7997	2.6318
0.7790	2.2595	0.5579	4.3516	1.5607	-0.8595
0.8500	-2.2002	-0.3439	-1.7583	-4.1143	-4.1254
-4.0984	-3.7589	0.7397	-6.0101	-6.5759	-1.4452
-0.8447	-0.0564	1.1963	2.3677	1.3502	-2.8213
-1.8202	-2.5587	-1.1296	-2.8111	2.2468	7.9623
-1.1055	1.5882	0.8804	2.6416	1.4689	0.8740
0.3367	-0.9909	-1.1825	-2.1360	-1.6231	1.8992
-2.3451	-4.9892	-0.3850	-6.4925	-3.1433	4.3965
-2.6699	-1.2828	0.1662	-3.0664	1.0606	5.9547
-0.3059	0.6307	1.8164	1.3417	-1.2316	-3.3307
-3.2573	-3.5046	1.1671	-4.4493	-1.9583	2.5080
-1.0130	1.0551	2.7672	0.7733	2.2708	2.0773
-0.7262	-0.5153	0.0666	-0.7275	0.4705	5.3437
-1.8670	-4.9533	-0.0204	-5.7614	-2.6264	2.0323
1.0831	0.6137	-1.2872	-0.8019	0.7792	3.0514
-0.5241	0.3895	0.4327	-0.9175	-0.4316	0.0467
-2.9479	-5.0571	-1.0229	-7.7551	-9.9667	-7.2429
3.2212	4.0680	-0.2037	4.9328	2.1893	-0.4210
-2.2713	-3.3727	0.7247	-4.0579	-2.6915	-2.4078
-1.7186	1.3681	1.0996	1.2308	0.8935	-2.0052
1.0383	-1.0275	0.2682	-4.8218	-3.0139	4.5322
4.0375	3.0688	-1.0617	1.7236	3.7517	3.1380
-3.1273	-2.1629	1.0389	-1.6974	0.0750	2.4886
-0.0501	-0.2055	-0.2128	-1.1044	3.3979	6.3178
-0.2010	-0.1175	0.1964	-0.4982	0.9672	1.4230
-1.6219	-0.1966	0.5928	-1.6503	-3.1962	-2.7285
0.5332	1.0310	-0.0858	3.8387	1.6746	-2.2449
-2.1474	-3.2912	-1.1041	-2.2397	0.4908	3.1771
0.2764	0.2052	0.2388	2.0220	1.2598	0.7689
-2.2970	-1.9207	-0.1405	-3.9000	-2.0959	2.7205
-0.6795	-1.4059	-0.0010	-0.4857	-4.0945	-5.5437
0.4167	-1.5259	-1.4681	-1.1649	-2.1907	-2.7451
1.4533	4.8115	1.2722	3.5077	4.0872	-0.2606
0.4620	1.4647	0.8527	2.4488	0.1308	-1.2482
-2.0024	-5.4116	-0.7627	-8.2555	-4.1896	1.7065
-0.8403	-0.4966	-0.7084	1.3294	0.7138	0.2571
0.4913	0.3012	-0.0622	1.2839	0.4371	1.2806
1.5450	2.6752	1.0267	3.4334	3.8214	0.1042
-2.4843	0.7856	0.9994	-0.3530	2.9336	4.1330
0.4537	1.3203	1.1157	0.5438	-1.4116	-0.7505
0.0422	-0.2282	0.2622	-1.6643	0.4099	4.5000
1.4891	0.4134	-0.0155	-0.8748	-0.8627	0.4039
-0.5423	-1.5073	0.3955	-1.4472	-1.4977	-1.8573
-1.4669	0.1284	1.1404	0.9828	0.0105	-1.3615
-1.5858	-2.3878	-0.3441	-3.4111	-5.3106	-5.1475
0.9694	2.0052	0.1356	4.1316	0.4790	-5.6898
0.2704	1.0325	-0.4076	0.3216	1.0245	0.6062
2.3802	4.3883	-0.9436	6.8154	2.0340	-5.7791
1.1915	-1.2882	-0.9397	-2.6561	-0.1539	2.3862
0.9047	0.8879	-1.1611	1.7254	1.0739	-1.1503
-1.6711	-4.0861	-0.6552	-5.3409	-0.8625	8.4688
-4.4155	-3.1228	1.1518	-2.8246	-4.2439	-3.6170
0.6814	-1.6316	0.6451	-2.8162	-1.3718	2.4227
-2.0803	-1.7313	2.1929	-1.9260	-3.5152	-4.0450
2.4307	1.4294	-0.5527	3.3472	2.2044	-0.9850
-3.0374	-4.3712	-1.1139	-6.2660	-5.4255	-1.9590
0.8249	2.5968	1.0470	1.9027	-1.8387	-7.7035
2.2225	6.7644	1.9841	6.6501	5.9173	1.7876
-0.4204	-1.1860	-1.3379	-0.9073	-0.8995	-2.7981
0.2403	0.7737	0.2752	-0.2934	0.4367	2.6180
1.0719	0.7433	-0.6419	1.2083	0.2995	-0.5430
-0.3870	-0.9899	-0.1183	-0.6435	-0.6390	-0.0676
-0.3003	4.7583	2.5652	6.1702	3.2380	-4.3637
1.3348	0.8436	0.4891	0.1306	0.7988	0.2690
-0.4287	-0.3647	-0.4863	1.1001	0.3957	1.1693
0.5425	2.9470	1.4872	2.8904	0.5385	-3.0639
-0.3550	0.7924	-0.1087	0.2828	2.7225	3.7187
-0.7299	2.6614	1.3230	2.2576	2.1020	2.3830
2.7530	3.4803	0.6172	2.6375	4.3961	3.1397
-0.7271	0.6800	1.1719	0.5971	-1.4283	-2.2438
0.3985	-1.0974	-1.7669	-0.6468	2.2961	4.2732
0.2193	-0.1808	0.0886	0.2667	-0.9775	-2.4038
-0.2794	2.7798	0.5633	5.4296	-0.0392	-5.2023
-0.4838	-1.5637	0.7315	-1.7598	-0.5980	1.6405
-1.1968	0.2434	2.1442	0.7187	1.5555	1.4356
1.1775	0.9697	-1.4727	3.4062	0.3384	-4.2742
1.8162	3.6624	1.9065	0.2060	3.7010	4.6809
0.7507	0.7225	-1.3275	2.6559	0.7392	-2.8634
1.6562	2.9621	0.9712	2.3259	2.6993	2.2475
1.1099	2.9792	1.7535	3.1189	2.4817	-0.9743
0.6451	1.3887	0.1955	0.3286	2.6906	3.7853
2.2170	0.9762	-0.0741	4.1085	-3.2507	-11.5049
0.4581	1.2298	1.0332	2.8141	1.3344	1.1619
-0.2826	-2.2990	-1.3381	0.3825	-2.5173	-1.8321
0.0811	-0.3745	0.5628	0.4253	-2.6583	-4.1117
0.3082	0.4786	-0.9690	-1.4357	1.7868	4.4902
-0.9100	-1.6481	0.2349	-2.1709	-2.4280	-1.4468
2.1228	0.3481	-1.9811	1.3876	-0.0008	-1.9891
-1.6584	-2.5316	-0.3231	-2.3586	-0.2583	2.6371
0.4277	0.5608	0.5101	-0.1886	1.7337	3.4690
-0.8497	-0.0282	0.1251	-1.9996	2.2130	3.9145
0.4156	1.2429	0.9046	2.7648	-1.0257	-5.5824
-0.8519	-3.1874	-0.7514	-2.7794	-2.7910	-0.4159
-1.7669	-4.1437	-0.3024	-3.1840	-4.0409	-2.8228
1.5526	1.2385	-0.1940	1.5142	3.2036	0.6792
-0.3103	-0.3942	-0.8162	-2.4099	0.7767	5.1976
-0.0279	0.3824	-0.0668	0.0190	0.2149	0.0479
-1.8872	-3.6158	-0.2321	-3.0424	-1.0453	3.4857
-0.4776	3.6697	-0.5916	4.5108	0.6161	-2.9936
2.5490	0.6077	-0.2652	2.0438	0.5253	-1.1441
0.9986	2.5129	0.8062	4.2910	2.1074	-1.9314
-1.4769	0.0215	0.0161	0.5992	-0.4927	-1.4535
1.5604	0.8627	0.2424	0.3768	0.5035	-0.3475
1.0999	1.3386	0.0690	2.5835	-1.0424	-4.1814
-0.6703	4.3533	1.4467	3.1032	3.1526	-2.0416
-0.4400	-1.7546	0.4773	-4.3537	-0.4356	3.5459
-3.7439	-2.9139	0.1710	-4.2199	-3.5008	-2.4361
-3.6614	-2.8680	-0.1435	-1.6153	-3.5362	-4.2095
0.6070	-0.8537	-1.1955	-1.5224	0.2199	1.2449
1.0929	0.3087	0.2340	-0.6614	-0.5075	-1.7729
2.5644	3.0595	0.4179	3.9860	3.2116	-0.5580
-1.3130	-2.2653	0.3129	-1.4403	-0.3218	0.4438
0.7101	-0.7758	0.6912	-1.4012	-1.4129	-2.8219
0.1601	2.0397	-0.0832	4.6311	1.0336	-2.1174
-1.9986	-0.7823	0.9420	0.3718	-0.6253	-0.5362
-0.6718	0.6412	0.8620	1.6524	-0.5939	-3.8961
2.2226	1.3261	-0.1067	2.3219	1.0513	-3.0374
1.8573	1.2738	-0.8009	2.8959	2.1155	1.1451
0.8614	-0.0858	0.0913	-2.6633	1.7012	4.5611
-0.4706	-0.9808	0.2483	-2.1071	-4.8526	-2.4255
-4.1140	-4.1190	1.4040	-8.2317	-2.7426	8.7388
0.2943	-0.5045	-1.1475	0.2241	-1.4997	-1.1626
-1.3538	-0.7014	1.2715	-1.3409	0.3692	1.9826
2.7895	3.8578	-0.8550	6.3460	2.7528	-5.8343
-3.9072	-6.0049	-0.2390	-6.2279	-5.8520	-2.1295
-0.7284	3.4609	0.6406	5.0551	4.3248	-0.2513
0.3933	-0.3974	-0.0168	0.6863	0.9377	-0.3704
-0.2506	-0.4669	0.2657	-2.3673	-1.7005	2.8477
-1.8246	-3.7625	0.3763	-6.2628	-2.6381	5.1315
-3.2360	-4.3347	-0.0758	-4.2608	-1.7457	4.2140
2.0258	0.2629	-1.6955	-1.5215	-2.8742	-4.5049
2.0447	4.7739	1.0862	0.5363	4.4963	4.2010
2.1763	8.7265	2.1441	7.5497	6.6615	-1.5084
1.3448	0.1456	-0.0448	2.8547	-1.4761	-7.8514
-0.5179	0.7928	1.3884	1.5489	-0.8716	-6.4294
-0.4165	-0.5610	0.2361	0.1917	-0.4821	0.9106
1.4727	1.4981	-1.0402	3.1962	1.4881	-1.4824
1.3752	2.3509	1.3841	5.0944	1.7429	-3.8066
-0.9616	0.4145	1.4203	0.2088	-0.9135	-0.7398
-1.3672	-1.4407	0.7879	-0.3470	-5.1159	-7.7080
-0.9332	-1.0432	-0.4541	0.2685	-1.4606	-1.2373
2.2125	0.3281	-1.3866	0.2186	2.2240	2.3137
-1.3105	1.1917	2.9332	2.9910	0.7801	-0.6606
-1.2655	1.0479	1.6857	2.0910	2.1037	2.0430
2.2591	-0.8163	-1.5937	-1.7829	-2.5499	-3.3992
0.2874	2.3656	2.0321	0.8086	3.3373	5.6972
1.4815	2.0620	0.0217	3.7831	3.8754	2.6154
-2.5871	0.5495	0.0656	-2.6555	1.2631	4.3072
1.9807	3.7799	0.4693	4.7444	2.8269	-0.1554
-1.7638	1.6113	1.8640	-0.0412	0.8153	-0.6861
-1.7504	-4.1767	-1.5522	-3.7743	-3.1162	-2.5753
0.6694	3.0268	0.2191	1.8357	5.2180	7.8037
1.5551	4.0079	0.6373	5.7002	0.7668	-6.4291
-2.5625	-3.1349	-1.2871	-4.3997	-2.9267	0.8682
-0.9675	-0.5036	1.7471	-2.2251	-0.0439	4.3602
-2.8001	-4.0743	-0.8865	-3.2223	-3.8981	-1.7271
1.5353	0.1007	-1.0907	0.7866	-1.3944	-0.5235
-2.2832	-3.0020	-0.6986	-3.3151	-1.5371	2.8866
-2.4751	-0.3297	1.2915	-0.9555	-1.6830	-0.6729
0.5851	4.0616	1.8502	3.9759	2.6005	0.2311
-1.5870	-1.6739	-0.4579	-1.5383	0.9044	6.3683
-4.3478	-5.6241	-0.1666	-6.6377	-5.2118	0.5846
-0.0371	-0.1578	0.0002	0.3880	1.3889	1.4212
0.4502	-0.7144	-1.9461	-1.6070	-2.9965	-6.1037
-0.8988	0.8822	0.9480	0.2430	-0.4162	-0.4770
-1.4241	0.2087	-0.0907	-2.6217	-0.0781	1.8494
-2.8740	-4.1989	-0.4672	-5.1639	-2.8681	-0.8303
-2.7964	-3.2186	-1.0853	-4.6464	1.9887	9.5406
-2.5108	-1.9094	-0.2655	-1.9819	-2.3467	-0.2618
1.6673	2.5883	0.9137	4.6049	2.0042	-1.2265
-0.6914	-3.4571	-0.9429	-2.1223	-1.9123	0.2885
-2.0246	-0.8793	0.4199	-2.0003	0.1470	0.8783
1.3536	3.3141	0.8592	3.3739	3.2988	0.8526
-0.2977	-3.3590	-1.0708	-4.2892	-4.0457	0.2530
-1.9059	-1.4571	-0.2380	-0.7143	-2.7700	-5.6532
-0.5555	-2.1491	0.8268	-1.7660	-1.1743	0.0103
-0.6600	-1.1190	0.2428	0.7954	0.6085	-1.1696
3.6299	4.8800	0.4287	7.7130	5.2954	-1.8920
4.0997	3.9904	-0.8931	3.3716	1.5382	0.7199
-0.5432	-0.0562	-0.0762	-1.0748	-0.1394	3.5580
1.3339	2.3017	1.1125	0.1070	-2.0519	-1.1440
0.6881	-0.9128	-1.7981	0.9893	2.3557	1.5407
-2.7784	-6.4804	-0.2580	-8.7150	-6.8830	0.8802
-2.0222	-2.0602	0.7192	-2.0029	-1.6381	3.1292
0.5187	-1.2025	0.0388	-0.1540	-2.4065	-3.6001
0.5608	1.8096	-0.7282	2.7060	2.7100	-1.3372
-1.4119	0.6397	0.4748	-0.0924	-0.3281	-1.0332
1.7906	5.5042	1.7964	4.8035	2.7794	-1.0628
-3.5411	-3.0910	0.9052	-3.6290	-2.7030	5.2436
-0.6453	1.1663	0.6923	-2.4421	-0.8410	1.8479
0.7644	-0.2647	0.3903	0.7319	-0.8533	-0.9262
0.5359	-0.6802	-0.5507	-1.6077	-1.7412	-1.8568
1.6594	2.6695	1.0205	0.1432	4.2766	8.8985
0.5128	1.3471	0.4813	2.8969	1.5731	0.2823
-1.0387	-1.3287	-1.4270	-2.0463	-3.3507	-3.7350
-2.1961	-1.8972	-0.3205	1.4916	-3.3747	-6.8838
1.1167	-0.1085	-0.2056	2.9540	-0.7539	-5.9332
0.6565	-1.0673	-1.0991	0.6391	-0.3820	-1.8059
-0.6012	1.8242	0.7951	0.9527	0.2802	0.9615
-0.2237	-1.4941	-1.0430	-0.9306	-1.0917	0.1816
1.8972	1.8395	-0.3699	2.0766	1.4123	-0.0958
1.6853	1.4306	0.3914	3.2960	2.3714	0.0549
0.4320	-0.4803	0.7542	-0.9497	-2.1592	-4.4722
1.8369	3.8532	-1.3351	2.4291	0.2980	-4.4815
-0.9775	-1.1554	-0.5915	-1.5425	-0.8963	3.1130
1.1311	-0.0701	0.5866	2.2820	1.8342	-2.4687
0.2675	-0.8158	-1.4757	-0.2155	1.9035	2.6282
4.5744	3.8665	0.0449	2.6293	1.1808	-3.9908
-0.2939	-1.3658	1.2332	0.0255	-2.4893	-5.6657
-0.3483	-2.5894	-0.9817	-4.2914	-5.7524	-2.4177
0.1958	1.4496	0.7777	3.1952	-1.1660	-3.0412
-0.9719	-1.3016	-0.9437	-1.1464	-0.7227	1.6782
-1.5387	-3.7429	-0.9310	-2.6508	-3.0300	-1.0868
-2.2341	-2.5404	-0.1590	-2.0899	-2.1851	-0.7582
-0.1845	-2.6211	-0.4228	-5.2511	-3.0133	2.2493
-0.4706	0.5625	0.0901	0.4539	1.1667	0.4315
-1.1351	1.8548	1.4796	3.7470	2.2436	0.3166
0.6848	-1.7416	-1.4655	0.7843	-0.8188	-1.5432
-0.4713	-4.7644	-2.4650	-5.7844	-4.2361	0.6773
-1.2416	-0.2918	1.6891	-0.9954	-2.9679	-2.5253
-1.1270	-2.2491	-0.2963	-0.7753	-4.2791	-4.2669
1.9575	1.5517	0.6935	-0.9944	1.0975	3.3734
1.3260	1.2139	0.9859	2.3202	0.4634	-1.0898
-0.6107	1.5905	0.6454	0.1087	2.1405	3.6591
3.2512	3.2380	0.4710	3.7008	0.2381	-3.5683
-0.8373	-1.9556	-0.0866	-1.9138	0.7890	5.5236
-0.0426	0.1522	1.4169	0.4336	3.2982	4.3410
0.3190	-0.3280	0.6921	-3.5320	-0.2959	5.3721
-2.1119	-2.9332	-0.2066	-3.0900	-3.0921	-3.5571
0.5103	2.7429	-0.7627	3.5779	0.4931	-3.1110
1.4122	5.5244	1.2040	7.2034	3.0531	-5.8293
-2.7526	-3.5700	-0.3551	-6.2934	-0.3809	7.1726
0.9374	1.8517	-0.5590	2.9777	-0.5536	-2.6752
1.6769	1.7872	0.3750	0.5685	-0.6524	-2.1267
1.1177	4.2182	0.8667	7.5050	4.5837	-1.2442
-1.4515	-1.2486	-1.0767	0.4817	-0.0124	-0.4408
0.6590	1.2789	-1.0058	0.9004	0.1593	0.0597
-1.4265	0.2455	0.9817	0.7352	0.1007	0.0330
-0.4382	-0.2726	0.1147	-0.6700	-2.1776	-2.5466
0.9478	-0.5809	-1.4767	1.8424	-3.4979	-8.9764
-0.3247	-1.7200	-2.2462	-0.2032	-2.3900	-3.3200
-0.1391	-2.2331	-0.3312	-2.4808	-3.3511	-3.3103
-0.0109	-1.7125	-1.3902	-1.2848	-3.1406	-3.1204
-1.2026	-2.2619	-0.0768	-1.3035	-2.9977	-3.6471
-0.9343	-1.3151	0.2075	-2.6391	-2.7902	-2.5729
-0.0351	-2.3208	-1.7809	-0.3460	-1.2778	-4.1139
0.6928	0.9313	0.6806	0.9109	4.1916	4.4036
-3.0510	-3.4354	0.1417	-4.5830	-5.3920	-3.6192
-0.4190	-2.8746	-2.4082	-3.4788	-0.8103	5.1051
-2.9637	-3.5451	1.8413	-2.0321	-0.5530	4.1193
-1.5198	-3.6894	-0.3324	-5.3541	-3.7866	1.6356
-1.8594	-0.3764	0.5342	-0.1224	1.1603	3.8667
0.7810	1.0606	-0.5045	1.8420	1.7849	2.0681
-1.8693	-0.2400	1.1403	-0.6474	-0.0027	1.2711
-1.1534	2.2783	1.5635	2.3604	0.5977	-0.9555
0.5394	2.3828	0.7911	1.7382	3.2297	2.9797
-2.0580	-2.5415	0.0358	-0.4833	-3.2586	-5.3361
1.7826	1.7172	-0.7364	5.2596	0.6023	-7.7514
4.2350	5.5395	0.2692	6.6162	2.6413	-6.0606
-2.6348	-3.0406	0.7268	-2.9225	-4.8022	-3.2025
1.6640	-0.1438	-1.4877	-3.7438	-1.0556	2.7984
0.1346	-2.7413	-1.4734	-2.1489	-1.3204	0.3221
0.6054	-0.9854	-0.7676	0.7811	-0.4918	-0.8923
-1.5578	-4.0725	-1.5578	-5.4787	-3.0858	3.4327
-2.4641	-0.6736	2.0335	-2.7580	3.4308	8.5626
0.4180	-0.5781	-0.6087	0.0603	1.8098	2.7280
-1.3136	-1.4892	-1.7073	-2.8674	-0.8994	4.0765
-1.2399	0.1648	1.3654	-3.3241	-0.0352	3.2344
-2.2339	-1.5541	0.6328	-1.8902	-2.9884	-2.8991
-2.9243	-1.4701	-0.2873	-0.3760	-5.0190	-6.4574
-1.1319	-2.1447	-0.2115	-4.4197	-0.5233	5.6472
2.7153	4.7092	0.4832	5.2738	4.5119	0.8947
0.5675	-1.0113	1.2525	-1.4246	-1.2701	0.8830
2.4090	2.5370	-1.2224	3.0066	1.4335	-3.2510
-0.2617	-1.7519	-0.6702	-1.6752	-3.8766	-4.5830
0.7276	0.4696	1.2012	-0.3127	0.8920	1.7489
0.4513	-0.8516	-1.7139	0.7764	-1.7814	-3.2358
2.2486	-0.2104	-1.6041	1.8009	-1.5059	-3.2642
-0.9609	-1.9558	-1.5318	-3.0242	-2.6769	-0.3442
0.7626	5.0547	1.8492	4.2599	4.2486	3.9225
1.8386	2.6614	-1.6386	3.4148	1.9079	-2.7061
2.3180	1.2388	-0.4108	3.9958	0.8173	-2.5956
-1.9807	-3.2354	0.5590	-7.0253	-5.1169	0.5902
-0.7455	-1.8131	-0.7841	-3.1439	-0.7834	0.6038
0.2911	0.3164	-0.1295	-0.0067	-0.8347	0.1600
0.5222	-0.4323	-0.4914	0.1208	-3.1193	-6.3597
1.6184	1.6724	0.6243	3.0150	-1.2856	-4.9921
0.9585	0.0199	0.3971	1.4377	-1.0850	-1.9303
1.8157	1.8852	-0.7488	2.6257	0.4480	-0.2176
2.1992	1.7792	-0.6106	2.5178	2.7475	-1.5717
-1.7261	-1.7499	-0.6812	0.6173	0.4503	0.5095
3.3997	4.9413	1.8048	6.9514	5.1847	-2.0235
-3.3222	-4.1280	-0.6412	-1.0080	2.3266	2.4018
-0.4030	-0.4052	-0.3801	2.2477	-2.5817	-6.2117
-0.7051	-3.8538	0.1436	-2.9186	-2.1783	1.7246
1.4915	2.0277	-0.8184	4.9365	1.7664	-7.0155
-0.7447	3.5183	2.0778	2.7180	0.9143	-4.1817
-1.8694	-0.6238	2.9542	-0.7170	-0.3812	1.6870
-2.0562	-3.1562	0.7577	-4.4903	-1.3802	4.2452
1.0928	3.7391	0.4856	2.6947	-0.2712	-2.4652
0.3173	0.3124	-0.8586	0.1839	1.1288	0.1157
3.0296	6.3066	1.3774	6.6868	5.2114	0.2813
-0.4917	-1.1936	-1.0053	-2.3612	-1.4134	2.1777
-2.5615	-1.3967	0.5502	-0.4569	-2.4655	-1.0171
5.8497	7.9635	0.6521	8.3885	4.1171	-2.1334
-1.9119	-0.2645	0.5003	-1.9825	-1.9640	0.5127
0.0490	0.8079	0.0368	2.6500	0.4351	-4.7605
0.2674	-1.0980	-0.9157	0.9170	1.7430	-0.2707
1.9114	3.2811	1.5985	3.8698	0.6653	-4.9727
-0.2154	3.9754	-0.0948	4.0842	4.0030	-0.5271
-0.2150	-2.0241	-0.2629	-1.0271	-3.0738	-3.9899
-0.3988	2.6415	1.0437	2.0574	3.5023	4.4430
0.1148	1.5185	1.4068	4.0027	-0.0464	-5.3272
2.9794	3.5473	-1.0832	3.3540	3.1911	-0.9351
1.2062	4.2666	2.1389	5.0311	5.6316	3.9336
-1.7835	-0.9519	0.7415	-1.4625	1.5601	6.5038
-1.3791	-1.2432	0.2810	0.6348	0.6176	-0.1002
-0.2688	-1.3319	-1.7534	-1.9278	3.2774	8.2193
-0.7947	-2.9364	-1.2640	-1.9338	-3.7412	-2.1396
1.7972	2.9865	-1.2085	3.8169	1.0095	-3.2954
0.5298	2.0912	1.0278	4.2567	2.0844	2.0481
0.4011	-0.0679	-0.4546	0.7117	0.8804	1.6534
1.4678	-0.6183	-1.3151	-0.6552	2.0609	3.4922
2.3222	1.0511	-0.7404	3.7038	0.3204	-6.6589
-1.1376	0.7689	1.1640	1.7191	2.0877	-0.2817
0.6016	2.9867	0.7116	4.1294	4.2921	3.7627
0.3593	3.0925	1.3206	5.4921	-0.4220	-7.0422
1.4096	1.2505	-0.8577	0.4437	-1.6625	-3.6908
-1.6530	-0.1450	0.1540	2.3212	-0.3292	-1.9829
-0.4318	2.2550	0.5650	0.9659	-0.1696	-3.0083
0.7785	4.3626	1.0252	3.5393	6.0873	2.0794
-0.3417	0.2017	0.5414	3.1970	-0.0549	-3.4174
-0.0965	1.5665	1.2058	5.1147	0.5296	-7.0905
0.9125	0.7670	-0.5059	0.3033	-1.2539	-0.1518
-2.5107	-2.9034	-0.7506	-2.3359	1.0378	7.2724
-0.1757	-0.5708	-0.4810	-0.6273	-1.6958	-0.6295
2.2908	3.7057	0.8748	2.2057	2.2722	2.3519
0.3260	1.9761	0.1475	1.5834	-2.2893	-4.0859
2.9343	2.0676	0.1163	-0.0423	5.8979	9.8849
-0.0648	-2.2958	-1.0601	-1.8357	-3.4607	-1.9311
-2.2277	-2.3264	-1.5000	-3.0670	-0.0663	4.2126
1.7051	0.4201	-1.5610	-0.7161	0.2510	-0.6348
0.8821	3.8634	0.6114	3.0433	3.1314	2.7694
-1.3713	-0.9288	0.1070	-1.3003	2.9032	3.8608
0.3877	-1.2404	-0.7184	0.2498	-2.4604	-2.6423
1.0184	4.2639	1.2359	3.8882	4.5463	-0.0220
1.6172	1.0008	-0.8661	-1.4382	-0.6413	1.6081
-0.8263	0.2534	-0.8781	-2.1285	1.0245	3.7281
-1.3579	-4.4956	-1.4235	-5.4981	-0.8902	3.2159
3.2972	3.6237	-0.9265	2.5551	6.0126	6.8654
1.1732	-0.4417	-0.8549	1.5672	0.5990	0.3529
-2.7956	-2.0693	1.5983	-1.1465	-4.0317	-3.1032
1.1740	3.2979	1.0491	5.2625	3.6457	-1.1193
-3.0507	-2.6884	0.8036	-4.7308	-2.1884	4.4658
1.5019	2.9525	0.8960	3.5768	4.2786	0.1599
-0.0235	-0.7229	-0.0876	1.4836	-1.5866	-3.7032
-1.0427	-3.2390	-0.8731	-1.2263	-2.0476	1.7667
-0.1014	1.5584	0.7296	-0.9177	3.0243	4.2783
0.1898	0.7853	0.4711	1.2634	-2.9110	-5.5282
0.5557	-1.6111	-1.2786	-0.6297	-1.9934	-0.6367
0.0356	-0.4324	0.0298	-0.4188	-2.7760	-3.2820
0.5351	-0.5112	-0.6060	-0.1713	-0.0269	-0.1970
0.4707	-1.8257	-1.8874	-1.1274	-4.8246	-3.9917
-0.7368	-1.4099	-0.2454	-2.9416	0.1309	4.3249
-1.4252	0.8138	0.5288	3.4035	-1.1345	-6.5913
1.1300	1.8239	0.7072	3.0587	1.0743	-3.2050
-1.4833	1.5190	2.0778	1.7876	0.1295	-3.9583
-0.1915	-3.6179	-1.4891	-5.7862	-3.8401	2.0402
3.2432	4.3709	0.4305	5.8631	1.4554	-4.4099
-0.6450	-5.1328	-1.8192	-5.0327	-4.9871	-1.6418
-0.9202	-1.4118	0.1356	-1.1579	0.5563	3.5295
